1, 1000, 0
2, 1000, 7
3, 1000, 14
4, 1000, 7
5, 1000, 7
1, 1000, 0
2, 1000, 12
3, 1000, 14
4, 1000, 7
5, 1000, 7
1, 1000, 0
2, 1000, 11
3, 1000, 16
4, 1000, 7
5, 1000, 7
1, 2000, 0
2, 2000, 31
3, 2000, 63
4, 2000, 31
5, 2000, 32
1, 2000, 0
2, 2000, 32
3, 2000, 59
4, 2000, 30
5, 2000, 30
1, 2000, 0
2, 2000, 34
3, 2000, 63
4, 2000, 32
5, 2000, 32
1, 4000, 1
2, 4000, 133
3, 4000, 340
4, 4000, 164
5, 4000, 167
1, 4000, 1
2, 4000, 130
3, 4000, 341
4, 4000, 164
5, 4000, 166
1, 4000, 1
2, 4000, 129
3, 4000, 348
4, 4000, 164
5, 4000, 165
1, 6000, 1
2, 6000, 293
3, 6000, 795
4, 6000, 400
5, 6000, 411
1, 6000, 1
2, 6000, 288
3, 6000, 795
4, 6000, 400
5, 6000, 410
1, 6000, 1
2, 6000, 295
3, 6000, 808
4, 6000, 405
5, 6000, 417
1, 8000, 1
2, 8000, 518
3, 8000, 1469
4, 8000, 750
5, 8000, 753
1, 8000, 2
2, 8000, 519
3, 8000, 1484
4, 8000, 766
5, 8000, 770
1, 8000, 1
2, 8000, 517
3, 8000, 1481
4, 8000, 763
5, 8000, 770
1, 10000, 1
2, 10000, 807
3, 10000, 2563
4, 10000, 1278
5, 10000, 1240
1, 10000, 1
2, 10000, 807
3, 10000, 2384
4, 10000, 1215
5, 10000, 1216
1, 10000, 1
2, 10000, 803
3, 10000, 2527
4, 10000, 1265
5, 10000, 1212
1, 12000, 2
2, 12000, 1165
3, 12000, 3545
4, 12000, 1767
5, 12000, 1773
1, 12000, 1
2, 12000, 1167
3, 12000, 3406
4, 12000, 1740
5, 12000, 1741
1, 12000, 2
2, 12000, 1164
3, 12000, 3771
4, 12000, 1940
5, 12000, 1815
1, 14000, 2
2, 14000, 1580
3, 14000, 4842
4, 14000, 2471
5, 14000, 2442
1, 14000, 2
2, 14000, 1579
3, 14000, 5054
4, 14000, 2471
5, 14000, 2403
1, 14000, 2
2, 14000, 1603
3, 14000, 5162
4, 14000, 2534
5, 14000, 2473
1, 16000, 3
2, 16000, 2087
3, 16000, 6651
4, 16000, 3364
5, 16000, 3241
1, 16000, 2
2, 16000, 2112
3, 16000, 7264
4, 16000, 3700
5, 16000, 3633
1, 16000, 2
2, 16000, 2090
3, 16000, 6690
4, 16000, 3387
5, 16000, 3268
1, 18000, 2
2, 18000, 2716
3, 18000, 8733
4, 18000, 4429
5, 18000, 4280
1, 18000, 2
2, 18000, 2804
3, 18000, 9317
4, 18000, 4605
5, 18000, 4342
1, 18000, 3
2, 18000, 2728
3, 18000, 9062
4, 18000, 4792
5, 18000, 4395
1, 20000, 2
2, 20000, 3334
3, 20000, 11124
4, 20000, 5747
5, 20000, 6000
1, 20000, 3
2, 20000, 3545
3, 20000, 11975
4, 20000, 6108
5, 20000, 5700
1, 20000, 3
2, 20000, 3413
3, 20000, 11276
4, 20000, 5812
5, 20000, 5699
